"sep=	"
Document type	Open Access	Number	Authors countries	Authors	Title	Journal title	Volume	Pages	Year	Beamline(s)	Facility used	Proposal number	DOI	DOI added	WoS Number
Journal article	OA	ESRF20PA377	Argentina/France (ESRF)	Paulin M.A., Garbarino G., Leyva A.G., Mezouar M., Sacanell J.	Pressure induced stability enhancement of cubic nanostructured CeO2	Nanomaterials	10	650-1-650-9	2020	ID27	ESRF (Grenoble)		10.3390/nano10040650		WOS:000539577200053
Journal article		ESRF20PA346	Australia/France (ESRF)/France (not ESRF)/New Zealand	Pavlov K.M., Li H., Paganin D.M., Bérujon S., Rougé-Labriet H., Brun E.	Single-Shot X-ray speckle-based imaging of a single-material object	Physical Review Applied	13	054023-1-054023-10	2020	ID17	ESRF (Grenoble)		10.1103/PhysRevApplied.13.054023		WOS:000531459200001
Journal article		ESRF20PE752	France (ESRF)	Pechkova E., Burghammer M., Nicolini C., Riekel C.	New structural features appear in thermally treated Langmuir-Blodgett protein multilayers	NanoWorld Journal	6	66-67	2020		ESRF (Grenoble)		10.17756/nwj.2020-081		
Journal article		ESRF20PE495	Italy/France (ESRF)	Pechkova E., Nicolini C., Burghammer M., Riekel C.	Emergence of amyloidic fibrillation in 2D-ordered Langmuir-Blodgett protein multilayers upon heating	Applied Physics Letters	117	053701-1-053701-4	2020	ID13	ESRF (Grenoble)		10.1063/5.0012716		WOS:000560768400001
Journal article	OA	ESRF20PE614	Denmark/France (not ESRF)/France (ESRF)	Pedersen A.F., Chamard V., Detlefs C., Zhou T., Carbone D., Poulsen H.F.	X-ray coherent diffraction imaging with an objective lens: Towards three-dimensional mapping of thick polycrystals	Physical Review Research	2	033031-1-033031-13	2020	ID1	ESRF (Grenoble)	MI-1315	10.1103/PhysRevResearch.2.033031		WOS:000604138300008
Journal article	OA	ESRF20PE201	Denmark/France (ESRF)	Pedersen J.N., Lyngsø J., Zinn T., Otzen D.E., Pedersen J.S.	A complete picture of protein unfolding and refolding in surfactants	Chemical Science	11	699-712	2020	ID2	ESRF (Grenoble)		10.1039/c9sc04831f		WOS:000508917000006
Journal article		ESRF20CR746	Italy/France (ESRF)	Pelli Cresi J.S., Carlà F., Znaiguia R., Isérn H., Benedetti F., Gasperi G., Amidani L., Valeri S., Boscherini F., Luches P.	Structure of reduced cerium oxide ultrathin films on Pt(111): Local atomic environment and long-range order	Advanced Materials Interfaces	7	2000737-1-2000737-11	2020	BM8/ID3	ESRF (Grenoble)		10.1002/admi.202000737		WOS:000553334000001
Journal article		ESRF20PE648	France (not ESRF)/Germany/France (ESRF)	Penen F., Isaure M.P., Dobritzsch D., Castillo-Michel H., Gontier E., Le Coustumer P., Malherbe J., Schaumlöffel D.	Pyrenoidal sequestration of cadmium impairs carbon dioxide fixation in a microalga	Plant, Cell & Environment	43	479-495	2020	ID21	ESRF (Grenoble)		10.1111/pce.13674		WOS:000499647400001
Journal article		ESRF20PE181	Finland/France (not ESRF)/France (ESRF)	Penttilä P.A., Altgen M., Carl N., van der Linden P., Morfin I., Österberg M., Schweins R., Rautkari L.	Moisture-related changes in the nanostructure of woods studied with X-ray and neutron scattering	Cellulose	27	71–87	2020	BM2/PSCM	ESRF (Grenoble)	02-01-885	10.1007/s10570-019-02781-7		WOS:000491949600001
Journal article		ESRF20PE460	The Netherlands/France (ESRF)	Pepe J., Cleven L.C., Suijkerbuijk E.J.M.C., Dekkers E.C.A., Hermida-Merino D., Cardinaels R., Peters G.W.M., Anderson P.D.	A filament stretching rheometer for in situ X-ray experiments: Combining rheology and crystalline morphology characterization	Review of Scientific Instruments	91	073903-1-073903-13	2020	BM26B	ESRF (Grenoble)		10.1063/5.0008224		WOS:000551850100001
Journal article		ESRF20PE619	France (ESRF)/France (not ESRF)/Switzerland	Pépin C.M., Torchio R., Occelli F., Lescoute E., Mathon O., Recoules V., Bouchet J., Videau L., Benuzzi-Mounaix A., Vinci T., Briggs R., Pascarelli S., Gaál R., Loubeyre P., Sollier A.	White-line evolution in shocked solid Ta evidenced by synchrotron x-ray absorption spectroscopy	Physical Review B	102	144102-1-144102-8	2020	ID24	ESRF (Grenoble)	HC-2584	10.1103/PhysRevB.102.144102		WOS:000576600200002
Journal article		ESRF20PE650	France (not ESRF)/Spain/Finland/France (ESRF)/UK/Denmark	Perlepe P., Oyarzabal I., Mailman A., Yquel M., Platunov M., Dovgaliuk I., Rouzières M., Négrier P., Mondieig D., Suturina E.A., Dourges M.A., Bonhommeau S., Musgrave R.A., Pedersen K.S., Chernyshov D., Wilhelm F., Rogalev A., Mathonière C., Clérac R.	Metal-organic magnets with large coercivity and ordering temperatures up to 242°C	Science	370	587-592	2020	BM1/ID12	ESRF (Grenoble)		10.1126/science.abb3861		WOS:000583031800048
Journal article	OA	ESRF20PE591	UK/Italy/France (ESRF)	Petroselli C., Moroni B., Crocchianti S., Selvaggi R., Soggia F., Grotti M., d'Acapito F., Cappelletti D.	Iron speciation in different Saharan dust advections and effect of the procedural blank on the results from X-ray absorption spectroscopy and selective leaching experiments	Atmosphere	11	735-1-735-14	2020	BM8	ESRF (Grenoble)		10.3390/atmos11070735		WOS:000572558800001
Journal article	OA	ESRF20PI457	France (ESRF)/Germany/Russia/Belgium/UK/Ireland	Pidchenko I., Bauters S., Sinenko I., Hempel S., Amidani L., Detollenaere D., Vinze L., Banerjee D., Van Silfhout R., Kalmykov S.N., Göttlicher J., Baker R.J., Kvashnina K.O.	A multi-technique study of altered granitic rock from the Krunkelbach Valley uranium deposit, Southern Germany	RSC Advances	10	25529-25539	2020	BM26A	ESRF (Grenoble)		10.1039/d0ra03375h		WOS:000552843400015
Journal article		ESRF20PI584	France (ESRF)/Germany/France (not ESRF)/Sweden	Pidchenko I., März J., Hunault M.O.J.Y., Bauters S., Butorin S.M., Kvashnina K.O.	Synthesis, structural, and electronic properties of K4PuVIO2(CO3)3(cr): An environmentally relevant plutonium carbonate complex	Inorganic Chemistry	59	11889-11893	2020	ID26	ESRF (Grenoble)/Soleil (Orsay)		10.1021/acs.inorgchem.0c01335		WOS:000570979900006
Journal article		ESRF20PI455	Belgium/France (ESRF)	Piovesan A., Van De Looverbosch T., Verboven P., Achille C., Parra Cabrera C., Boller E., Cheng Y., Ameloot R., Nicolaï B.	4D synchrotron microtomography and pore-network modelling for direct in situ capillary flow visualization in 3D printed microfluidic channels	Lab on a Chip	20	2403-2411	2020	ID19	ESRF (Grenoble)	MA-4069	10.1039/d0lc00227e		WOS:000545864300012
Journal article		ESRF20PL296	Germany/France (ESRF)/Spain	Plass C.T., Ritzer M., Schöppe P., Schönherr S., Zapf M., Hafermann M., Johannes A., Martínez-Criado G., Segura-Ruiz J., Würz R., Jackson P., Schnohr C.S., Ronning C.	In-operando nanoscale X-ray analysis revealing the local electrical properties of rubidium-enriched grain boundaries in Cu(In,Ga)Se2 solar cells	ACS Applied Materials & Interfaces	12	57117-57123	2020	ID16B	ESRF (Grenoble)		10.1021/acsami.0c17849		WOS:000603397200042
Journal article	OA	ESRF20PO308	Slovenia/France (ESRF)	Pongrac P., Arcon I., Castillo-Michel H., Vogel-Mikus K.	Mineral element composition in grain of awned and awnletted wheat (Triticum aestivum L.) cultivars: Tissue-specific iron speciation and phytate and non-phytate ligand ratio	Plants	9	79-1-79-14	2020	ID21	ESRF (Grenoble)/ELETTRA (Triestre)	LS-2225	10.3390/plants9010079		WOS:000513238700079
Journal article	OA	ESRF20PO499	UK/Slovenia/France (ESRF)/Saoudi Arabia/China	Pongrac P., Castillo-Michel H., Reyes-Herrera J., Hancock R.D., Fischer S., Kelemen M., Thompson J.A., Wright G., Likar M., Broadley M.R., Vavpetic P., Pelicon P., White P.J.	Effect of phosphorus supply on root traits of two Brassica oleracea L. genotypes	BMC Plant Biology	20	368-1-368-17	2020	ID21	ESRF (Grenoble)		10.1186/s12870-020-02558-2		WOS:000560820800001
Article from Conference in a Book		ESRF20PO682	France (ESRF)/France (not ESRF)	Ponsard R., Janvier N., Houzet D., Fristot V., Mansour W.	Online GPU Analysis using adaptive DMA controlled by softcore for 2D detectors						ESRF (Grenoble)		10.1109/DSD51259.2020.00075		
Journal article	OA	ESRF20PO550	France (ESRF)/France (not ESRF)	Ponsard R., Janvier N., Kieffer J., Houzet D., Fristot V.	RDMA data transfer and GPU acceleration methods for high-throughput online processing of serial crystallography images	Journal of Synchrotron Radiation	27	1297-1306	2020		ESRF (Grenoble)		10.1107/S1600577520008140		WOS:000562741000022
Journal article		ESRF20PO173	France (ESRF)/Israel	Pontoni D., Di Michiel M., Deutsch M.	Temperature evolution of the bulk nano-structure in a homologous series of room temperature ionic liquids	Journal of Molecular Liquids	300	112280-1-112280-25	2020	ID15A/PSCM	ESRF (Grenoble)		10.1016/j.molliq.2019.112280		WOS:000519654000024
Journal article		ESRF20PO519	France (ESRF)/Israel	Pontoni D., DiMichiel M., Deutsch M.	Nanoscale structure in short‐chain ionic liquids	ChemPhysChem	21	1887-1897	2020	ID15A/PSCM	ESRF (Grenoble)		10.1002/cphc.202000548		WOS:000559458700001
Journal article		ESRF20PO772	Russia/France (ESRF)	Popov V.V., Menushenkov A.P., Ivanov A.A., Yastrebtsev A.A., Gaynanov B.R., d'Acapito F., Puri A.	A XAFS investigation of amorphous-to-crystalline and fluorite-to-pyrochlore phase transitions in Ln2M2O7 (Ln = Gd, Tb, Dy; M = Ti, Zr)	Radiation Physics and Chemistry	175	108469-1-108469-5	2020	BM8	ESRF (Grenoble)	HC-3613	10.1016/j.radphyschem.2019.108469		WOS:000543372500001
Journal article		ESRF20PO278	France (not ESRF)/Switzerland/France (ESRF)	Potez M., Bouchet A., Flaender M., Rome C., Collomb N., Grotzer M., Krisch M., Djonov V., Balosso J., Brun E., Laissue J.A., Serduc R.	Synchrotron X-ray boost delivered by microbeam radiation therapy after conventional X-ray therapy fractionated in time improves F98 glioma control	International Journal of Radiation Oncology Biology Physics	107	360-369	2020	ID17	ESRF (Grenoble)		10.1016/j.ijrobp.2020.02.023		WOS:000533598500022
Journal article		ESRF20PR506	Spain/France (ESRF)	Pradas del Real A.E., Pérez-Sanz A., García-Gonzalo P., Castillo-Michel H., Gismera M.J., Lobo M.C.	Evaluating Cr behaviour in two different polluted soils: Mechanisms and implications for soil functionality	Journal of Environmental Management	276	111073-1-111073-9	2020	ID21	ESRF (Grenoble)		10.1016/j.jenvman.2020.111073		WOS:000593971100001
Article from Conference in a Book		ESRF20PR754	France (not ESRF)/France (ESRF)/UK	Pradel P., Malaise F., De Rességuier T., Olbinado M., Rack A., Eakins D.	Fast X-ray radiography to study the dynamic compaction mechanisms in a rigid polyurethane foam under plate impact	AIP Conference Proceedings	2272	110010-1-110010-5	2020	ID19	ESRF (Grenoble)	MI-1252 MA-4337	10.1063/12.0000941		
Journal article	OA	ESRF20PR467	Germany/France (ESRF)	Prates Soares A., Blunck U., Bitter K., Paris S., Rack A., Zaslansky P.	Hard X-ray phase-contrast-enhanced micro-CT for quantifying interfaces within brittle dense root-filling-restored human teeth	Journal of Synchrotron Radiation	27	1015-1022	2020	ID19	ESRF (Grenoble)		10.1107/s1600577520005603		WOS:000546241000018
Journal article	OA	ESRF20PR247	France (ESRF)/Germany/USA/France (not ESRF)	Prieur D., Bonani W., Popa K., Walter O., Kriegsman K.W., Engelhard M.H., Guo X., Eloirdi R., Gouder T., Beck A., Vitova T., Scheinost A.C., Kvashnina K., Martín P.	Size Dependence of lattice parameter and electronic structure in CeO2 nanoparticles	Inorganic Chemistry	59	5760-5767	2020	ID26	ESRF (Grenoble)		10.1021/acs.inorgchem.0c00506		WOS:000526885800057
Journal article		ESRF20PR510	France (not ESRF)/France (ESRF)	Proudhon H., Pelerin M., King A., Ludwig W.	In situ 4D mechanical testing of structural materials: The data challenge	Current Opinion in Solid State and Materials Science	24	100834-1-100834-8	2020	ID11	ESRF (Grenoble)/Soleil (Orsay)	MA-2285	10.1016/j.cossms.2020.100834		WOS:000573496400003
Journal article		ESRF20PT188	Brazil/Denmark/France (ESRF)/Poland/Switzerland	Ptak M., Svane K.L., Collings I.E., Paraguassu W.	Effect of alkali and trivalent metal ions on the high-pressure phase transition of [C2H5NH3]MI0.5MIII0.5(HCOO)3 (MI = Na, K and MIII = Cr, Al) heterometallic perovskites	Journal of Physical Chemistry C	124	6337-6348	2020	ID15B	ESRF (Grenoble)		10.1021/acs.jpcc.0c00372		WOS:000526396000050
Journal article	OA	ESRF20QI213	The Netherlands/Belgium/France (ESRF)	Qin L., Bdira F.B., Sterckx Y.G.J., Volkov A.N., Vreede J., Giachin G., van Schaik P., Ubbink M., Dame R.T.	Structural basis for osmotic regulation of the DNA binding properties of H-NS proteins	Nucleic Acids Research	48	2156-2172	2020	BM29_BIOSAXS	ESRF (Grenoble)		10.1093/nar/gkz1226		WOS:000525957000042
Journal article		ESRF20QU677	France (ESRF)/France (not ESRF)/Norway	Queyroux J.A., Hernandez J.A., Weck G., Ninet S., Plisson T., Klotz S., Garbarino G., Guignot N., Mezouar M., Hanfland M., Itié J.P., Datchi F.	Melting curve and isostructural solid transition in superionic ice	Physical Review Letters	125	195501-1-195501-6	2020	ID27/ID9A	ESRF (Grenoble)/Soleil (Orsay)	HS-4184, HD-463, HC-3952	10.1103/PhysRevLett.125.195501		WOS:000583639600012
Journal article	OA	ESRF20RA175	France (ESRF)/Germany/France (not ESRF)	Rack A., Stroebel J., Rack T., Dabin Y., Knabe C., Stiller M., Coan P., Bleuet P.	TomoPress—In situ synchrotron-based microtomography under axial load	Instruments	4	11-1-11-14	2020	ID19	ESRF (Grenoble)	MD-820, MD-1015, MD-1054	10.3390/instruments4020011		
Journal article		ESRF20RA355	France (not ESRF)/Slovakia/France (ESRF)/Russia	Rakhmatullin A., Simko F., Véron E., Allix M., Martineau-Corcos C., Fitch A., Fayon F., Shakhovoy R.A., Okhotnikov K., Sarou-Kanian V., Korenko M., Netriová Z., Polovov I.B., Bessada C.	X-ray diffraction, NMR studies, and DFT calculations of the room and high temperature structures of rubidium cryolite, Rb3AlF6	Inorganic Chemistry	59	6308-6318	2020	ID22_HRPD	ESRF (Grenoble)		10.1021/acs.inorgchem.0c00415		WOS:000530668400055
Journal article		ESRF20RA248	The Netherlands/France (not ESRF)/France (ESRF)/UK	Ranque P., George C., Dubey R.K., van der Jagt R., Flahaut D., Dedryvère R., Fehse M., Kassanos P., Jager W.F., Sudhölter E.J.R., Kelder E.M.	Scalable route to electroactive and light active perylene diimide dye polymer binder for lithium-ion batteries	ACS Applied Energy Materials	3	2271-2277	2020	BM26B	ESRF (Grenoble)		10.1021/acsaem.9b01225		WOS:000526598300026
Journal article		ESRF20RA773	USA/France (ESRF)/France (not ESRF)	Rao S.I., Dupraz M., Woodward C., Parthasarathy T.A.	Response surface for screw dislocation: Twin boundary interactions in FCC metals	Acta Materialia	195	681-689	2020		ESRF (Grenoble)		10.1016/j.actamat.2020.06.006		WOS:000552116400061
Journal article	OA	ESRF20RA234	Sweden/France (ESRF)/Denmark/Italy	Ravishankar H., Pedersen M.N., Eklund M., Sitsel A., Li C., Duelli A., Levantino M., Wulff M., Barth A., Olesen C., Nissen P., Andersson M.	Tracking Ca2+ ATPase intermediates in real time by x-ray solution scattering	Science Advances	6	aaz0981-1-aaz0981-11	2020	ID9	ESRF (Grenoble)		10.1126/sciadv.aaz0981		WOS:000521937000029
Journal article	OA	ESRF20RE569	USA/France (ESRF)	Rebuffi L., Shi X.B., Sánchez del Río M., Reininger R.	A ray-tracing algorithm for ab initio calculation of thermal load in undulator-based synchrotron beamlines	Journal of Synchrotron Radiation	27	1108-1120	2020		ESRF (Grenoble)		10.1107/s160057752000778x		WOS:000562741000003
Journal article		ESRF20RE660	France (not ESRF)/France (ESRF)	Réguer S., Kergourlay F., Foy E., Neff D., Vantelon D., Cotte M., Mirambet F., Dillmann P.	XANES at the Cl K-edge as a relevant technique to reveal the iron archaeological artefact dechlorination treatments	Journal of Analytical Atomic Spectrometry	35	2358-2368	2020	ID21	ESRF (Grenoble)/Soleil (Orsay)		10.1039/d0ja00122h		WOS:000578579900024
Journal article	OA	ESRF20RE456	Germany/Switzerland/France (ESRF)	Reich S., Göttlicher J., Ziefuss A., Streubel R., Letzel A., Menzel A., Mathon O., Pascarelli S., Baumbach T., Zuber M., Gökce B., Barcikowski S., Plech A.	In situ speciation and spatial mapping of Zn products during pulsed laser ablation in liquids (PLAL) by combined synchrotron methods	Nanoscale	12	14011-14020	2020	ID24	ESRF (Grenoble)/SLS (PSI) (Villigen)/KARA (Karlsruhe)		10.1039/d0nr01500h		WOS:000547632900013
Article from Conference in a Journal		ESRF20RE129	Germany/France (not ESRF)/France (ESRF)/Australia	Reimann J., Vicente J., Ferrero C., Rack A., Gan Y.	3d tomography analysis of the packing structure of spherical particles in slender prismatic containers	International Journal of Materials Research	111	65-77	2020	ID19	ESRF (Grenoble)		10.3139/146.111814		WOS:000506179400010
Journal article		ESRF20RE710	France (ESRF)/UK/France (not ESRF)/Germany	Reischig P., Ludwig W.	Three-dimensional reconstruction of intragranular strain and orientation in polycrystals by near-field X-ray diffraction	Current Opinion in Solid State and Materials Science	24	100851-1-100851-31	2020	ID11	ESRF (Grenoble)		10.1016/j.cossms.2020.100851		WOS:000591708000002
Journal article	OA	ESRF20RE545	Switzerland/Italy/France (ESRF)	Rekhtina M., Dal Pozzo A., Stoian D., Armutlulu A., Donat F., Blanco M.V., Wang Z.J., Willinger M.G., Fedorov A., Abdala P.M., Müller C.R.	Effect of molten sodium nitrate on the decomposition pathways of hydrated magnesium hydroxycarbonate to magnesium oxide probed by in situ total scattering	Nanoscale	12	16462-16473	2020	ID31_BIB	ESRF (Grenoble)	MA-3415	10.1039/D0NR01760D		WOS:000560178300025
Journal article		ESRF20RE395	France (not ESRF)/Germany/France (ESRF)	Ren Z., Cornelius T.W., Leclere C., Davydok A., Micha J.S., Robach O., Richter G., Thomas O.	First stages of plasticity in three-point bent Au nanowires detected by in situ Laue microdiffraction	Applied Physics Letters	116	243101-1-243101-5	2020	BM32	ESRF (Grenoble)		10.1063/5.0012816		WOS:000542645000001
Journal article		ESRF20RE139	Germany/Spain/Hungary/France (ESRF)	Requena G., Bugelnig K., Sket F., Milenkovic S., Rödler G., Weisheit A., Gussone J., Haubrich J., Barriobero-Vila P., Pusztai T., Gránásy L., Theofilatos A., da Silva J.C., Hecht U.	Ultrafine Fe-Fe2Ti eutectics by directed energy deposition: Insights into microstructure formation based on experimental techniques and phase field modelling	Additive Manufacturing	33	101133-1-101133-9	2020	ID16A	ESRF (Grenoble)	MA-4351	10.1016/j.addma.2020.101133		WOS:000539273200001
Journal article	OA	ESRF20RE723	Germany/France (ESRF)/Italy	Revelli A., Moretti Sala M., Monaco G., Hickey C., Becker P., Freund F., Jesche A., Gegenwart P., Eschmann T., Buessen F.L., Trebst S., van Loosdrecht P.H.M., van den Brink J., Grüninger M.	Fingerprints of Kitaev physics in the magnetic excitations of honeycomb iridates	Physical Review Research	2	043094-1-043094-15	2020	ID20	ESRF (Grenoble)	HC-4273	10.1103/PhysRevResearch.2.043094		WOS:000605396700009
Journal article		ESRF20RI309	France (ESRF)/France (not ESRF)/Germany	Richard M.I., Cornelius T.W., Lauraux F., Molin J.B., Kirchlechner C., Leake S.J., Carnis J., Schülli T.U., Thilly L., Thomas O.	Variable‐wavelength quick scanning nanofocused X‐ray microscopy for in situ strain and tilt mapping	Small	16	1905990-1-1905990-7	2020	ID1	ESRF (Grenoble)		10.1002/smll.201905990		WOS:000508309000001
Journal article	OA	ESRF20RI671	France (ESRF)	Riekel C., Burghammer M., Rosenthal M.	Mesoscale structures in amorphous silks from a spider's orb-web	Scientific Reports	10	18205-1-18205-12	2020	ID13	ESRF (Grenoble)		10.1038/s41598-020-74638-0		WOS:000586495800006
Journal article		ESRF20RI283	Spain/UK/France (ESRF)	Rikarte J., Acebedo B., Vilalta-Clemente A., Bonilla F., Wilkinson A.J., Galceran M., Lousa A., Rubio-Zuazo J., Muñoz-Márquez M.A.	Surface evolution of lithium titanate upon electrochemical cycling using a combination of surface specific characterization techniques	Advanced Materials Interfaces	7	1902164-1-1902164-9	2020	BM25	ESRF (Grenoble)		10.1002/admi.201902164		WOS:000541098200024
Journal article	OA	ESRF20RI135	Germany/Slovakia/Spain/France (ESRF)	Ritzer M., Schönherr S., Schöppe P., Wisniewski W., Giraldo S., Gurieva G., Johannes A., Plass C.T., Ritter K., Martínez-Criado G., Schorr S., Saucedo E., Ronning C., Schnohr C.S.	On the germanium incorporation in Cu2ZnSnSe4 kesterite solar cells boosting their efficiency	ACS Applied Energy Materials	3	558-564	2020	ID16B	ESRF (Grenoble)	MA-3564	10.1021/acsaem.9b01784		WOS:000510104700063
Journal article		ESRF20RO421	France (not ESRF)/Slovenia/France (ESRF)	Robba A., Barchasz C., Bucar K., Petric M., Zitnik M., Kvashnina K., Vaughan G.B.M., Bouchet R., Alloin F., Kavcic M.	Fingerprinting mean composition of lithium polysulfide standard solutions by applying high-energy resolution fluorescence detected X-ray absorption spectroscopy	Journal of Physical Chemistry Letters	11	5446-5450	2020	ID26	ESRF (Grenoble)		10.1021/acs.jpclett.0c01120		WOS:000551546100009
Journal article	OA	ESRF20RO250	Belgium/France (not ESRF)/Germany/France (ESRF)	Rogge S.M.J., Yot P.G., Jacobsen J., Muniz-Miranda F., Vandenbrande S., Gosch J., Ortiz V., Collings I.E., Devautour-Vinot S., Maurin G., Stock N., Van Speybroeck V.	Charting the metal-dependent high-pressure stability of bimetallic UiO-66 materials	ACS Materials Letters	2	438-445	2020	ID15B	ESRF (Grenoble)		10.1021/acsmaterialslett.0c00042		WOS:000526398200019
Journal article		ESRF20RO595	Italy/France (ESRF)/UK	Roman M., Rigo C., Castillo-Michel H., Urgast D.S., Feldmann J., Munivrana I., Vindigni V., Micetic I., Benetti F., Barbante C., Cairns W.R.L.	Spatiotemporal distribution and speciation of silver nanoparticles in the healing wound	Analyst	145	6456-6469	2020	ID21	ESRF (Grenoble)	CH-4121	10.1039/D0AN00607F		WOS:000576736000034
Journal article		ESRF20RO105	France (ESRF)/France (not ESRF)/USA/Japan	Rosa A.D., Bouhifd M.A., Morard G., Briggs R., Garbarino G., Irifune T., Mathon O., Pascarelli S.	Krypton storage capacity of the Earth's lower mantle	Earth and Planetary Science Letters	532	116032-1-116032-11	2020	ID24/BM23	ESRF (Grenoble)		10.1016/j.epsl.2019.116032		WOS:000513291400010
Journal article		ESRF20RO643	France (ESRF)/Japan	Rosa A.D., Mathon O., Torchio R., Jacobs J., Pasternak S., Irifune T., Pascarelli S.	Nano-polycrystalline diamond anvils: Key devices for XAS at extreme conditions: Their use, scientific impact, present status and future needs	High Pressure Research	40	65-81	2020	BM23/ID24	ESRF (Grenoble)		10.1080/08957959.2019.1700978		WOS:000501692500001
Journal article		ESRF20RO573	France (ESRF)/Germany/Italy/Japan/Poland	Rossi M., Marabotti P., Hirata Y., Monaco G., Krisch M., Ohgushi K., Wohlfeld K., van den Brink J., Moretti Sala M.	A j(eff)=1/2 pseudospinon continuum in CaIrO3	European Physical Journal Plus	135	676-1-676-10	2020	ID20	ESRF (Grenoble)		10.1140/epjp/s13360-020-00649-5		WOS:000566478500001
Journal article	OA	ESRF20RO195	France (not ESRF)/France (ESRF)	Rougé-Labriet H., Bérujon S., Mathieu H., Bohic S., Fayard B., Ravey J.N., Robert Y., Gaudin P., Brun E.	X-ray phase contrast osteo-articular imaging: A pilot study on cadaveric human hands	Scientific Reports	10	1911-1-1911-8	2020	ID17	ESRF (Grenoble)	MD-1097	10.1038/s41598-020-58168-3		WOS:000515615200004
Journal article		ESRF20RO352	France (not ESRF)/France (ESRF)/Russia/Spain	Rovezzi M., Harris A., Detlefs B., Bohdan T., Svyazhin A., Santambrogio A., Degler D., Baran R., Reynier B., Crespo P.N., Heyman C., Van Der Kleij H.P., Van Vaerenbergh P., Marion P., Vitoux H., Lapras C., Verbeni R., Kocsis M.M., Manceau A., Glatzel P.	TEXS: In-vacuum tender X-ray emission spectrometer with 11 Johansson crystal analyzers	Journal of Synchrotron Radiation	27	813-826	2020	ID26	ESRF (Grenoble)		10.1107/s160057752000243x		WOS:000531472900032
Journal article		ESRF20RU749	France (not ESRF)/France (ESRF)/Germany/Italy	Ruta B., Hechler S., Neuber N., Orsi D., Cristofolini L., Gross O., Bochtler B., Frey M., Kuball A., Riegler S.S., Stolpe M., Evenson Z., Gutt C., Westermeier F., Busch R., Gallino I.	Wave-vector dependence of the dynamics in supercooled metallic liquids	Physical Review Letters	125	055701-1-055701-6	2020	ID10_CS	ESRF (Grenoble)/PETRA III		10.1103/PhysRevLett.125.055701		WOS:000552610300006
Journal article	OA	ESRF20RU561	Sweden/France (ESRF)	Rüter A., Kuczera S., Stenhammar J., Zinn T., Narayanan T., Olsson U.	Tube to ribbon transition in a self-assembling model peptide system	Physical Chemistry Chemical Physics	22	18320-18327	2020	ID2	ESRF (Grenoble)		10.1039/d0cp03204b		WOS:000565157900004
Journal article		ESRF20SA703	Poland/France (ESRF)	Sadovyi B., Wierzbowska M., Stelmakh S., Boccato S., Gierlotka S., Porowski S., Grzegory I.	Experimental and theoretical evidence of the temperature-induced wurtzite to rocksalt phase transition in GaN under high pressure	Physical Review B	102	235109-1-235109-9	2020	ID24	ESRF (Grenoble)		10.1103/PhysRevB.102.235109		WOS:000594989800003
Journal article		ESRF20SA205	The Netherlands/Greece/France (not ESRF)/France (ESRF)	Saedi M., de Voogd J.M., Sjardin A., Manikas A., Galiotis C., Jankowski M., Renaud G., La Porta F., Konovalov O., van Baarle G.J.C., Groot I.M.N.	Development of a reactor for the in situ monitoring of 2D materials growth on liquid metal catalysts, using synchrotron X-ray scattering, Raman spectroscopy, and optical microscopy	Review of Scientific Instruments	91	13907-1-013907-9	2020	ID10_Surf	ESRF (Grenoble)		10.1063/1.5110656		WOS:000518005800001
Journal article		ESRF20SA389	France (ESRF)/Germany/Finland	Sahle C.J., Schroer M.A., Niskanen J., Elbers M., Jeffries C.M., Sternemann C.	Hydration in aqueous osmolyte solutions: The case of TMAO and urea	Physical Chemistry Chemical Physics	22	11614-11624	2020	ID20	ESRF (Grenoble)		10.1039/c9cp06785j		WOS:000538039300042
Journal article		ESRF20SA769	Italy/France (not ESRF)/France (ESRF)	Salzano G., Brennich M., Mancini G., Tran T.H., Legname G., D'Angelo A., Giachin G.	Deciphering copper coordination in the mammalian prion protein amyloidogenic domain	Biophysical Journal	118	676-687	2020	BM29_BIOSAXS/BM30B/BM30A	ESRF (Grenoble)		10.1016/j.bpj.2019.12.025		WOS:000511291400015
Journal article	OA	ESRF20SA686	France (not ESRF)/France (ESRF)	Sant R., Gay M., Marty A., Lisi S., Harrabi R., Vergnaud C., Dau M.T., Weng X., Coraux J., Gauthier N., Renault O., Renaud G., Jamet M.	Synthesis of epitaxial monolayer Janus SPtSe	Npj 2D Materials and Applications	4	41-1-41-8	2020	BM32	ESRF (Grenoble)		10.1038/s41699-020-00175-z		WOS:000591094700001
Journal article		ESRF20SA386	France (ESRF)/France (not ESRF)/Denmark	Sant R., Lisi S., Nguyen V.D., Mazaleyrat E., Gómez Herrero A.C., Geaymond O., Guisset V., David P., Marty A., Jamet M., Chapelier C., Magaud L., Dappe Y.J., Bianchi M.E., Hofmann P., Renaud G., Coraux J.	Decoupling molybdenum disulfide from its substrate by cesium intercalation	Journal of Physical Chemistry C	124	12397-12408	2020	BM32	ESRF (Grenoble)		10.1021/acs.jpcc.0c00970		WOS:000541745800024
